Brand,Competitor,MRO id,Part Number,MRO Price,New Price,Date Scraped,Old Price,Previous Date,Percentage Change
Leeson,sqone,221726,102931.00,160.90,174.75,2013-11-18,170.09,2013-11-03,+02.74 %
Leeson,sqone,221727,102932.00,189.69,206.25,2013-11-18,200.75,2013-11-03,+02.74 %
Leeson,sqone,221728,102933.00,183.75,200.25,2013-11-18,194.91,2013-11-03,+02.74 %
Leeson,sqone,221734,103014.00,130.28,141.75,2013-11-18,137.97,2013-11-03,+02.74 %
Leeson,sqone,221735,103017.00,182.84,198.75,2013-11-18,193.45,2013-11-03,+02.74 %
Leeson,sqone,221736,103018.00,196.09,213.75,2013-11-18,208.05,2013-11-03,+02.74 %
Leeson,sqone,221737,103019.00,227.17,246.75,2013-11-18,240.17,2013-11-03,+02.74 %
Leeson,sqone,221738,103020.00,240.89,261.75,2013-11-18,254.77,2013-11-03,+02.74 %
Leeson,sqone,221739,103021.00,189.69,206.25,2013-11-18,200.75,2013-11-03,+02.74 %
Leeson,sqone,221740,103022.00,200.21,217.50,2013-11-18,211.70,2013-11-03,+02.74 %
Leeson,sqone,221741,103023.00,170.03,185.25,2013-11-18,180.31,2013-11-03,+02.74 %
Leeson,sqone,221742,103024.00,154.49,168.00,2013-11-18,163.52,2013-11-03,+02.74 %
Leeson,sqone,221743,103025.00,181.46,197.25,2013-11-18,191.99,2013-11-03,+02.74 %
Leeson,sqone,221744,103082.00,179.63,195.00,2013-11-18,189.80,2013-11-03,+02.74 %
Leeson,sqone,221745,103083.00,170.03,185.25,2013-11-18,180.31,2013-11-03,+02.74 %
Leeson,sqone,221746,103084.00,205.69,223.50,2013-11-18,217.54,2013-11-03,+02.74 %
Leeson,sqone,221747,103085.00,215.75,234.75,2013-11-18,228.49,2013-11-03,+02.74 %
Leeson,sqone,221748,103086.00,238.15,258.75,2013-11-18,251.85,2013-11-03,+02.74 %
Leeson,sqone,221879,110000.00,253.23,275.25,2013-11-18,267.91,2013-11-03,+02.74 %
Leeson,sqone,221880,110001.00,217.57,237.00,2013-11-18,230.68,2013-11-03,+02.74 %
Leeson,sqone,221881,110002.00,328.64,357.75,2013-11-18,348.21,2013-11-03,+02.74 %
Leeson,sqone,221882,110003.00,370.70,403.50,2013-11-18,392.74,2013-11-03,+02.74 %
Leeson,sqone,221883,110004.00,223.98,243.75,2013-11-18,237.25,2013-11-03,+02.74 %
Leeson,sqone,221884,110005.00,291.16,316.50,2013-11-18,308.06,2013-11-03,+02.74 %
Leeson,sqone,221885,110006.00,317.22,345.00,2013-11-18,335.80,2013-11-03,+02.74 %
Leeson,sqone,221886,110007.00,266.48,289.50,2013-11-18,281.78,2013-11-03,+02.74 %
Leeson,sqone,221887,110009.00,248.20,270.00,2013-11-18,262.80,2013-11-03,+02.74 %
Leeson,sqone,221888,110011.00,352.87,384.00,2013-11-18,373.76,2013-11-03,+02.74 %
Leeson,sqone,221889,110013.00,220.77,240.00,2013-11-18,233.60,2013-11-03,+02.74 %
Leeson,sqone,221890,110017.00,268.77,292.50,2013-11-18,284.70,2013-11-03,+02.74 %
Leeson,sqone,221891,110018.00,301.22,327.00,2013-11-18,318.28,2013-11-03,+02.74 %
Leeson,sqone,221892,110019.00,357.90,389.25,2013-11-18,378.87,2013-11-03,+02.74 %
Leeson,sqone,221893,110022.00,257.34,279.75,2013-11-18,272.29,2013-11-03,+02.74 %
Leeson,sqone,221894,110023.00,291.16,316.50,2013-11-18,308.06,2013-11-03,+02.74 %
Leeson,sqone,221895,110025.00,225.34,245.25,2013-11-18,238.71,2013-11-03,+02.74 %
Leeson,sqone,221896,110026.00,269.68,293.25,2013-11-18,285.43,2013-11-03,+02.74 %
Leeson,sqone,221897,110027.00,243.63,264.75,2013-11-18,257.69,2013-11-03,+02.74 %
Leeson,sqone,221898,110028.00,263.29,286.50,2013-11-18,278.86,2013-11-03,+02.74 %
Leeson,sqone,221899,110029.00,196.55,213.75,2013-11-18,208.05,2013-11-03,+02.74 %
Leeson,sqone,221900,110034.00,189.69,206.25,2013-11-18,200.75,2013-11-03,+02.74 %
Leeson,sqone,221901,110035.00,198.38,216.00,2013-11-18,210.24,2013-11-03,+02.74 %
Leeson,sqone,221902,110036.00,254.14,276.00,2013-11-18,268.64,2013-11-03,+02.74 %
Leeson,sqone,221903,110037.00,305.79,332.25,2013-11-18,323.39,2013-11-03,+02.74 %
