Brand,Competitor,MRO id,Part Number,Our Price,Their Price
Leeson,electricmotorwholesale,221646,101965.00,175.52,175.00
Leeson,electricmotorwholesale,221659,102024.00,248.20,240.00
Leeson,electricmotorwholesale,221665,102200.00,192.90,187.00
Leeson,electricmotorwholesale,221667,102662.00,135.30,135.00
Leeson,electricmotorwholesale,221670,102665.00,201.12,201.00
Leeson,electricmotorwholesale,221683,102695.00,180.55,175.00
Leeson,electricmotorwholesale,221684,102696.00,226.26,220.00
Leeson,electricmotorwholesale,221685,102697.00,230.37,223.00
Leeson,electricmotorwholesale,221702,102872.00,170.03,168.00
Leeson,electricmotorwholesale,221710,102909.00,215.29,215.00
Leeson,electricmotorwholesale,221735,103017.00,182.84,177.00
Leeson,electricmotorwholesale,221736,103018.00,196.09,190.00
Leeson,electricmotorwholesale,221737,103019.00,227.17,220.00
Leeson,electricmotorwholesale,221738,103020.00,240.89,233.00
Leeson,electricmotorwholesale,221739,103021.00,189.69,185.00
Leeson,electricmotorwholesale,221740,103022.00,200.21,195.00
Leeson,electricmotorwholesale,221767,107025.00,477.66,461.00
Leeson,electricmotorwholesale,221768,107026.00,477.66,443.00
Leeson,electricmotorwholesale,221769,107027.00,466.69,451.00
Leeson,electricmotorwholesale,221770,107028.00,466.69,451.00
Leeson,electricmotorwholesale,221771,107029.00,466.69,451.00
Leeson,electricmotorwholesale,221772,107030.00,466.69,451.00
Leeson,electricmotorwholesale,221773,107031.00,466.69,451.00
Leeson,electricmotorwholesale,221774,107032.00,503.25,474.00
Leeson,electricmotorwholesale,221775,107033.00,495.94,479.00
Leeson,electricmotorwholesale,221776,107034.00,495.94,479.00
Leeson,electricmotorwholesale,221777,107035.00,495.94,479.00
Leeson,electricmotorwholesale,221778,107036.00,495.94,479.00
Leeson,electricmotorwholesale,221779,107037.00,495.94,479.00
Leeson,electricmotorwholesale,221780,108014.00,322.25,279.00
Leeson,electricmotorwholesale,221781,108015.00,322.25,279.00
Leeson,electricmotorwholesale,221782,108016.00,347.85,308.00
Leeson,electricmotorwholesale,221783,108017.00,347.85,308.00
Leeson,electricmotorwholesale,221784,108018.00,392.64,336.00
Leeson,electricmotorwholesale,221785,108019.00,392.64,340.00
Leeson,electricmotorwholesale,221786,108020.00,373.44,348.00
Leeson,electricmotorwholesale,221787,108021.00,373.44,348.00
Leeson,electricmotorwholesale,221788,108022.00,456.63,418.00
Leeson,electricmotorwholesale,221789,108023.00,456.63,418.00
Leeson,electricmotorwholesale,221793,108048.00,351.95,349.00
Leeson,electricmotorwholesale,221799,108226.00,395.84,382.00
Leeson,electricmotorwholesale,221800,108227.00,395.84,382.00
Leeson,electricmotorwholesale,221806,108262.00,570.45,518.00
Leeson,electricmotorwholesale,221807,108265.00,553.08,498.00
Leeson,electricmotorwholesale,221808,108266.00,866.18,718.00
Leeson,electricmotorwholesale,221823,108700.00,523.37,520.00
Leeson,electricmotorwholesale,221824,108701.00,523.37,520.00
Leeson,electricmotorwholesale,221825,108702.00,523.37,520.00
Leeson,electricmotorwholesale,221826,108703.00,510.57,500.00
Leeson,electricmotorwholesale,221827,108704.00,510.57,500.00
Leeson,electricmotorwholesale,221828,108705.00,510.57,500.00
Leeson,electricmotorwholesale,221829,108706.00,510.57,500.00
Leeson,electricmotorwholesale,221830,108707.00,565.87,560.00
Leeson,electricmotorwholesale,221831,108708.00,565.87,560.00
Leeson,electricmotorwholesale,221832,108709.00,554.91,550.00
Leeson,electricmotorwholesale,221833,108710.00,554.91,550.00
Leeson,electricmotorwholesale,221834,108711.00,554.91,545.00
Leeson,electricmotorwholesale,221835,108712.00,554.91,550.00
Leeson,electricmotorwholesale,221836,108729.00,534.33,530.00
Leeson,electricmotorwholesale,221837,108730.00,522.91,520.00
Leeson,electricmotorwholesale,221838,108731.00,565.87,560.00
Leeson,electricmotorwholesale,221839,108732.00,565.87,560.00
Leeson,electricmotorwholesale,221866,109096.00,447.03,398.00
Leeson,electricmotorwholesale,221867,109097.00,447.03,398.00
Leeson,electricmotorwholesale,221868,109098.00,339.16,298.00
Leeson,electricmotorwholesale,221869,109099.00,355.62,308.00
Leeson,electricmotorwholesale,221870,109100.00,480.40,418.00
Leeson,electricmotorwholesale,221879,110000.00,253.23,248.00
Leeson,electricmotorwholesale,221880,110001.00,217.57,215.00
Leeson,electricmotorwholesale,221881,110002.00,328.64,318.00
Leeson,electricmotorwholesale,221882,110003.00,370.70,360.00
Leeson,electricmotorwholesale,221883,110004.00,223.98,220.00
Leeson,electricmotorwholesale,221885,110006.00,317.22,290.00
Leeson,electricmotorwholesale,221910,110048.00,217.57,215.00
Leeson,electricmotorwholesale,221919,110086.00,223.52,156.00
Leeson,electricmotorwholesale,221920,110087.00,264.20,188.00
Leeson,electricmotorwholesale,221921,110088.00,303.51,211.00
Leeson,electricmotorwholesale,221922,110089.00,339.16,250.00
Leeson,electricmotorwholesale,221923,110090.00,485.89,294.00
Leeson,electricmotorwholesale,221925,110097.00,186.03,182.00
Leeson,electricmotorwholesale,221928,110110.00,243.17,240.00
Leeson,electricmotorwholesale,221930,110112.00,212.09,205.00
Leeson,electricmotorwholesale,221936,110160.00,183.75,180.00
Leeson,electricmotorwholesale,221939,110167.00,263.29,260.00
Leeson,electricmotorwholesale,221952,110222.00,235.86,228.00
Leeson,electricmotorwholesale,221953,110232.00,210.26,205.00
Leeson,electricmotorwholesale,221972,110292.00,254.14,195.00
Leeson,electricmotorwholesale,221973,110293.00,314.02,225.00
Leeson,electricmotorwholesale,221979,110360.00,169.13,168.00
Leeson,electricmotorwholesale,221980,110361.00,239.52,235.00
Leeson,electricmotorwholesale,221981,110362.00,330.47,320.00
Leeson,electricmotorwholesale,221982,110363.00,317.22,305.00
Leeson,electricmotorwholesale,221997,110412.00,195.17,195.00
Leeson,electricmotorwholesale,222014,110434.00,245.00,245.00
Leeson,electricmotorwholesale,222020,110451.00,245.00,238.00
Leeson,electricmotorwholesale,222023,110492.00,290.71,182.00
Leeson,electricmotorwholesale,222024,110493.00,340.53,210.00
Leeson,electricmotorwholesale,222025,110494.00,386.24,228.00
Leeson,electricmotorwholesale,222026,110495.00,438.80,273.00
Leeson,electricmotorwholesale,222063,111266.00,329.10,231.00
Leeson,electricmotorwholesale,222064,111267.00,345.56,259.00
Leeson,electricmotorwholesale,222071,111321.00,287.51,231.00
Leeson,electricmotorwholesale,222072,111322.00,339.62,255.00
Leeson,electricmotorwholesale,222073,111323.00,222.60,180.00
Leeson,electricmotorwholesale,222074,111324.00,329.10,231.00
Leeson,electricmotorwholesale,222080,111332.00,185.13,171.00
Leeson,electricmotorwholesale,222081,111333.00,219.86,179.00
Leeson,electricmotorwholesale,222090,111916.00,260.08,260.00
Leeson,electricmotorwholesale,222093,111919.00,355.62,279.00
Leeson,electricmotorwholesale,222113,111949.00,283.85,223.00
Leeson,electricmotorwholesale,222132,112428.00,289.79,267.00
Leeson,electricmotorwholesale,222133,112429.00,289.79,275.00
Leeson,electricmotorwholesale,222134,112430.00,335.97,317.00
Leeson,electricmotorwholesale,222135,112431.00,269.68,256.00
Leeson,electricmotorwholesale,222136,112432.00,317.22,299.00
Leeson,electricmotorwholesale,222142,112523.00,260.08,245.00
Leeson,electricmotorwholesale,222143,112524.00,350.13,331.00
Leeson,electricmotorwholesale,222144,112526.00,269.68,256.00
Leeson,electricmotorwholesale,222145,112527.00,279.74,268.00
Leeson,electricmotorwholesale,222146,112528.00,316.76,299.00
Leeson,electricmotorwholesale,222147,112529.00,364.76,344.00
Leeson,electricmotorwholesale,222148,112547.00,286.14,269.00
